user_id,event_type,event_time,product_id,user_id_masked,event_date
U0113,page_view,2023-06-06 08:21:00,P003,U_71a65486,2023-06-06
U0189,checkout,2023-06-06 18:07:00,P009,U_de1c1fdb,2023-06-06
U0211,login,2023-06-04 10:53:00,P007,U_f529f8d9,2023-06-04
U0146,search,2023-06-02 22:16:00,P023,U_f1958dc2,2023-06-02
U0230,add_to_cart,2023-06-03 23:52:00,P021,U_159887d1,2023-06-03
U0391,add_to_cart,2023-06-02 08:07:00,P030,U_e5a182d6,2023-06-02
U0393,profile_update,2023-06-01 20:11:00,P003,U_632a0672,2023-06-01
U0307,wishlist_add,2023-06-05 14:10:00,P013,U_bae7af9b,2023-06-05
U0345,profile_update,2023-06-05 20:44:00,P004,U_741e1dc3,2023-06-05
U0203,checkout,2023-06-06 15:23:00,P020,U_c198b4fa,2023-06-06
U0094,checkout,2023-06-04 18:44:00,P004,U_786b4183,2023-06-04
U0262,page_view,2023-06-03 07:33:00,P027,U_76bc9c0c,2023-06-03
U0120,add_to_cart,2023-06-03 02:18:00,P020,U_300e2421,2023-06-03
U0337,profile_update,2023-06-01 23:30:00,P013,U_155afd7e,2023-06-01
U0336,login,2023-06-02 16:42:00,P027,U_0d81d968,2023-06-02
U0089,search,2023-06-03 00:30:00,P009,U_fda09b3b,2023-06-03
U0038,search,2023-06-03 04:45:00,P008,U_d0364774,2023-06-03
U0395,search,2023-06-05 05:49:00,P026,U_f3a65698,2023-06-05
U0200,search,2023-06-05 01:24:00,P017,U_8f6900ba,2023-06-05
U0065,profile_update,2023-06-03 16:06:00,P020,U_327eb9c0,2023-06-03
U0315,login,2023-06-04 07:04:00,P030,U_ff827d26,2023-06-04
U0152,login,2023-06-05 22:06:00,P022,U_6b7e09d5,2023-06-05
U0264,profile_update,2023-06-03 15:07:00,P008,U_7f857f4d,2023-06-03
U0272,wishlist_add,2023-06-04 17:53:00,P020,U_4b6a8b71,2023-06-04
U0067,page_view,2023-06-02 02:43:00,P029,U_70ef0fe1,2023-06-02
U0190,wishlist_add,2023-06-03 12:30:00,P018,U_66fbeb53,2023-06-03
U0210,wishlist_add,2023-06-01 16:17:00,P016,U_4c1a5a46,2023-06-01
U0140,profile_update,2023-06-02 21:15:00,P028,U_b8e9137c,2023-06-02
U0361,add_to_cart,2023-06-02 20:48:00,P007,U_569f2786,2023-06-02
U0084,search,2023-06-02 07:51:00,P027,U_2e47a0d6,2023-06-02
U0065,checkout,2023-06-04 16:41:00,P029,U_327eb9c0,2023-06-04
U0190,checkout,2023-06-01 11:16:00,P014,U_66fbeb53,2023-06-01
U0034,checkout,2023-06-02 13:58:00,P008,U_4390cbb4,2023-06-02
U0077,checkout,2023-06-01 19:29:00,P011,U_9b807b59,2023-06-01
U0353,add_to_cart,2023-06-02 08:31:00,P016,U_d6bceb40,2023-06-02
U0106,page_view,2023-06-05 17:41:00,P004,U_1d6501c3,2023-06-05
U0073,profile_update,2023-06-06 13:49:00,P024,U_ef1c3c27,2023-06-06
U0224,wishlist_add,2023-06-05 16:32:00,P017,U_fa5ade75,2023-06-05
U0139,search,2023-06-03 23:04:00,P011,U_ee73795c,2023-06-03
U0321,login,2023-06-02 13:24:00,P018,U_ef677460,2023-06-02
U0263,checkout,2023-06-04 12:52:00,P017,U_d86a50af,2023-06-04
U0313,search,2023-06-03 11:33:00,P027,U_37e0d360,2023-06-03
U0160,login,2023-06-04 17:04:00,P018,U_ccbbf4f4,2023-06-04
U0051,login,2023-06-05 16:06:00,P009,U_f4d37fbb,2023-06-05
U0312,add_to_cart,2023-06-04 06:34:00,P017,U_a93614d1,2023-06-04
U0112,checkout,2023-06-04 23:15:00,P004,U_f6878f92,2023-06-04
U0398,wishlist_add,2023-06-03 16:55:00,P018,U_22c4a9c7,2023-06-03
U0018,wishlist_add,2023-06-05 00:43:00,P022,U_c49cd837,2023-06-05
U0117,login,2023-06-05 17:22:00,P014,U_dae1fc1d,2023-06-05
U0216,wishlist_add,2023-06-03 12:32:00,P018,U_0ce95935,2023-06-03
U0339,checkout,2023-06-05 11:08:00,P024,U_435caf1b,2023-06-05
U0016,checkout,2023-06-02 20:24:00,P005,U_d76cc422,2023-06-02
U0167,login,2023-06-06 06:38:00,P002,U_97536a42,2023-06-06
U0135,profile_update,2023-06-01 15:59:00,P009,U_91c9ee50,2023-06-01
U0352,search,2023-06-05 12:10:00,P020,U_f6ae11dd,2023-06-05
U0006,checkout,2023-06-04 05:23:00,P002,U_a288a70a,2023-06-04
U0304,profile_update,2023-06-01 17:09:00,P016,U_b1099415,2023-06-01
U0217,wishlist_add,2023-06-04 01:47:00,P001,U_19aec0e2,2023-06-04
U0299,checkout,2023-06-05 04:01:00,P001,U_4e6a1726,2023-06-05
U0014,profile_update,2023-06-01 08:01:00,P012,U_3e44b527,2023-06-01
U0336,wishlist_add,2023-06-03 22:22:00,P022,U_0d81d968,2023-06-03
U0067,page_view,2023-06-03 23:10:00,P008,U_70ef0fe1,2023-06-03
U0386,profile_update,2023-06-04 01:30:00,P029,U_3b5d70d4,2023-06-04
U0293,wishlist_add,2023-06-04 15:47:00,P022,U_97522e33,2023-06-04
U0048,wishlist_add,2023-06-02 09:24:00,P027,U_f88de2f1,2023-06-02
U0107,wishlist_add,2023-06-04 18:53:00,P018,U_c670cd48,2023-06-04
U0383,add_to_cart,2023-06-06 02:41:00,P029,U_565e25ae,2023-06-06
U0080,wishlist_add,2023-06-01 18:33:00,P020,U_cd504e91,2023-06-01
U0287,profile_update,2023-06-05 21:36:00,P028,U_0f270d77,2023-06-05
U0399,checkout,2023-06-05 06:59:00,P003,U_9d37bc2b,2023-06-05
U0048,login,2023-06-02 13:53:00,P018,U_f88de2f1,2023-06-02
U0053,search,2023-06-03 18:50:00,P010,U_9fc5d3c6,2023-06-03
U0181,checkout,2023-06-06 10:20:00,P020,U_ca22dce0,2023-06-06
U0263,search,2023-06-04 02:29:00,P024,U_d86a50af,2023-06-04
U0257,login,2023-06-03 03:30:00,P020,U_e41dbf19,2023-06-03
U0004,search,2023-06-05 00:19:00,P011,U_ed79ff2e,2023-06-05
U0233,page_view,2023-06-06 19:03:00,P023,U_28cbc22e,2023-06-06
U0174,wishlist_add,2023-06-01 08:10:00,P026,U_ef9779e5,2023-06-01
U0144,page_view,2023-06-05 23:29:00,P004,U_0ed9647f,2023-06-05
U0369,login,2023-06-05 04:23:00,P029,U_bea5893e,2023-06-05
U0091,search,2023-06-02 03:08:00,P010,U_ec6197ba,2023-06-02
U0298,wishlist_add,2023-06-02 10:00:00,P026,U_f52900d8,2023-06-02
U0089,profile_update,2023-06-03 05:56:00,P009,U_fda09b3b,2023-06-03
U0170,search,2023-06-04 00:21:00,P006,U_8cc7216f,2023-06-04
U0050,login,2023-06-06 06:59:00,P006,U_0d4e1a59,2023-06-06
U0170,login,2023-06-02 21:44:00,P022,U_8cc7216f,2023-06-02
U0048,wishlist_add,2023-06-02 10:44:00,P023,U_f88de2f1,2023-06-02
U0200,wishlist_add,2023-06-05 00:44:00,P013,U_8f6900ba,2023-06-05
U0079,page_view,2023-06-06 11:30:00,P004,U_c8ce6992,2023-06-06
U0210,login,2023-06-03 22:06:00,P006,U_4c1a5a46,2023-06-03
U0214,add_to_cart,2023-06-06 19:57:00,P005,U_4f430cfe,2023-06-06
U0226,profile_update,2023-06-04 01:04:00,P025,U_5640904f,2023-06-04
U0049,wishlist_add,2023-06-03 17:32:00,P023,U_04ef4b6b,2023-06-03
U0379,login,2023-06-04 05:33:00,P024,U_8bc4a76b,2023-06-04
U0111,checkout,2023-06-03 06:33:00,P017,U_d901b81b,2023-06-03
U0015,search,2023-06-02 13:44:00,P027,U_99d77f68,2023-06-02
U0121,page_view,2023-06-05 06:54:00,P020,U_556bbe09,2023-06-05
U0376,login,2023-06-03 06:38:00,P023,U_585fa212,2023-06-03
U0310,login,2023-06-04 07:59:00,P003,U_0d61166d,2023-06-04
U0143,wishlist_add,2023-06-04 21:19:00,P022,U_65d17b55,2023-06-04
U0088,add_to_cart,2023-06-01 15:06:00,P015,U_43c3ce70,2023-06-01
U0135,checkout,2023-06-01 11:21:00,P003,U_91c9ee50,2023-06-01
U0024,wishlist_add,2023-06-05 17:47:00,P005,U_0ae77fdc,2023-06-05
U0113,wishlist_add,2023-06-02 23:42:00,P002,U_71a65486,2023-06-02
U0124,add_to_cart,2023-06-04 07:57:00,P001,U_c352887f,2023-06-04
U0330,profile_update,2023-06-02 23:06:00,P018,U_9024aae9,2023-06-02
U0037,add_to_cart,2023-06-03 18:04:00,P007,U_2a3cb141,2023-06-03
U0244,checkout,2023-06-03 17:47:00,P026,U_bd163b77,2023-06-03
U0069,wishlist_add,2023-06-02 14:59:00,P026,U_5a37accc,2023-06-02
U0381,wishlist_add,2023-06-04 07:35:00,P028,U_26b3d1b7,2023-06-04
U0207,wishlist_add,2023-06-06 13:26:00,P004,U_c8790846,2023-06-06
U0210,wishlist_add,2023-06-02 21:21:00,P017,U_4c1a5a46,2023-06-02
U0352,search,2023-06-06 09:05:00,P015,U_f6ae11dd,2023-06-06
U0247,profile_update,2023-06-05 14:10:00,P021,U_230da87d,2023-06-05
U0329,checkout,2023-06-03 14:53:00,P008,U_9971d133,2023-06-03
U0030,login,2023-06-01 19:10:00,P030,U_2157f960,2023-06-01
U0243,profile_update,2023-06-06 05:05:00,P008,U_332555f3,2023-06-06
U0157,page_view,2023-06-02 08:59:00,P024,U_97d30dac,2023-06-02
U0348,search,2023-06-01 21:35:00,P010,U_9fac7f02,2023-06-01
U0309,search,2023-06-01 20:00:00,P014,U_f219becb,2023-06-01
U0238,page_view,2023-06-05 23:41:00,P019,U_95da1d86,2023-06-05
U0304,add_to_cart,2023-06-04 15:58:00,P011,U_b1099415,2023-06-04
U0080,login,2023-06-01 18:34:00,P007,U_cd504e91,2023-06-01
U0277,wishlist_add,2023-06-04 20:50:00,P004,U_8c387fde,2023-06-04
U0192,add_to_cart,2023-06-03 11:31:00,P003,U_1b4aa4d8,2023-06-03
U0137,checkout,2023-06-02 12:44:00,P003,U_190ba43c,2023-06-02
U0246,login,2023-06-02 21:54:00,P007,U_1547267a,2023-06-02
U0357,login,2023-06-06 02:21:00,P022,U_1ced92d4,2023-06-06
U0114,page_view,2023-06-03 21:11:00,P005,U_40948d5f,2023-06-03
U0394,login,2023-06-04 16:25:00,P020,U_1eb9e5c4,2023-06-04
U0275,wishlist_add,2023-06-03 14:10:00,P018,U_04dd3c17,2023-06-03
U0286,add_to_cart,2023-06-01 18:45:00,P013,U_876d307b,2023-06-01
U0018,add_to_cart,2023-06-01 22:38:00,P025,U_c49cd837,2023-06-01
U0355,page_view,2023-06-05 03:35:00,P019,U_c0796986,2023-06-05
U0139,add_to_cart,2023-06-03 15:46:00,P019,U_ee73795c,2023-06-03
U0231,add_to_cart,2023-06-03 17:49:00,P029,U_bab04add,2023-06-03
U0363,login,2023-06-06 09:17:00,P007,U_f3dfea99,2023-06-06
U0320,profile_update,2023-06-04 11:37:00,P028,U_568bade0,2023-06-04
U0268,profile_update,2023-06-06 17:13:00,P013,U_6e787957,2023-06-06
U0024,profile_update,2023-06-03 05:15:00,P002,U_0ae77fdc,2023-06-03
U0232,checkout,2023-06-06 04:15:00,P012,U_4f61e37c,2023-06-06
U0134,profile_update,2023-06-04 02:54:00,P016,U_4db884c1,2023-06-04
U0046,login,2023-06-06 18:01:00,P029,U_dcb29692,2023-06-06
U0153,checkout,2023-06-02 23:19:00,P024,U_594be847,2023-06-02
U0044,wishlist_add,2023-06-06 09:55:00,P023,U_3e656546,2023-06-06
U0099,login,2023-06-04 21:26:00,P010,U_0efbaba1,2023-06-04
U0250,search,2023-06-04 08:30:00,P012,U_9e2501e7,2023-06-04
U0030,page_view,2023-06-06 09:21:00,P003,U_2157f960,2023-06-06
U0041,add_to_cart,2023-06-02 22:24:00,P030,U_8426976b,2023-06-02
U0051,profile_update,2023-06-06 02:51:00,P024,U_f4d37fbb,2023-06-06
U0261,wishlist_add,2023-06-06 11:00:00,P001,U_1b897d3b,2023-06-06
U0279,add_to_cart,2023-06-04 16:20:00,P013,U_acfed57f,2023-06-04
U0240,profile_update,2023-06-02 02:06:00,P017,U_8a132e9c,2023-06-02
U0206,login,2023-06-03 22:25:00,P013,U_00f6e15e,2023-06-03
U0254,page_view,2023-06-04 09:02:00,P011,U_daf868b7,2023-06-04
U0335,checkout,2023-06-04 16:17:00,P030,U_fda37eee,2023-06-04
U0396,profile_update,2023-06-02 12:59:00,P002,U_a0ebd99b,2023-06-02
U0344,add_to_cart,2023-06-06 12:16:00,P001,U_407e061a,2023-06-06
U0137,wishlist_add,2023-06-05 11:09:00,P030,U_190ba43c,2023-06-05
U0057,wishlist_add,2023-06-04 20:57:00,P019,U_34dba9ec,2023-06-04
U0189,checkout,2023-06-06 14:36:00,P003,U_de1c1fdb,2023-06-06
U0248,checkout,2023-06-06 14:33:00,P004,U_68afbf78,2023-06-06
U0077,add_to_cart,2023-06-04 11:47:00,P019,U_9b807b59,2023-06-04
U0212,add_to_cart,2023-06-01 14:56:00,P028,U_ff3f5902,2023-06-01
U0337,login,2023-06-02 18:43:00,P027,U_155afd7e,2023-06-02
U0212,search,2023-06-03 16:01:00,P026,U_ff3f5902,2023-06-03
U0386,wishlist_add,2023-06-03 19:34:00,P015,U_3b5d70d4,2023-06-03
U0128,page_view,2023-06-01 18:53:00,P021,U_4dca87f6,2023-06-01
U0302,wishlist_add,2023-06-03 09:24:00,P030,U_e7e075a4,2023-06-03
U0038,profile_update,2023-06-01 12:16:00,P021,U_d0364774,2023-06-01
U0103,page_view,2023-06-06 02:39:00,P001,U_86c63082,2023-06-06
U0074,page_view,2023-06-01 19:32:00,P002,U_4c5d83a8,2023-06-01
U0085,checkout,2023-06-03 09:23:00,P008,U_67aef5d9,2023-06-03
U0377,page_view,2023-06-06 13:06:00,P029,U_a64b59b8,2023-06-06
U0183,page_view,2023-06-02 02:42:00,P018,U_182c8f3d,2023-06-02
U0016,page_view,2023-06-04 18:20:00,P020,U_d76cc422,2023-06-04
U0367,login,2023-06-05 06:11:00,P006,U_32e21b3d,2023-06-05
U0069,add_to_cart,2023-06-06 09:45:00,P017,U_5a37accc,2023-06-06
U0253,checkout,2023-06-06 19:33:00,P025,U_78933263,2023-06-06
U0033,page_view,2023-06-04 12:13:00,P012,U_5ecfe87b,2023-06-04
U0290,checkout,2023-06-04 19:58:00,P021,U_4d8a8ede,2023-06-04
U0300,search,2023-06-02 01:50:00,P012,U_a576a2ca,2023-06-02
U0124,search,2023-06-01 11:03:00,P016,U_c352887f,2023-06-01
U0206,add_to_cart,2023-06-05 05:27:00,P016,U_00f6e15e,2023-06-05
U0043,search,2023-06-05 10:51:00,P002,U_1c2e331f,2023-06-05
U0028,login,2023-06-05 23:16:00,P001,U_e98bfe3d,2023-06-05
U0143,checkout,2023-06-01 23:07:00,P004,U_65d17b55,2023-06-01
U0234,search,2023-06-05 16:08:00,P003,U_bbff8c0e,2023-06-05
U0204,login,2023-06-02 02:59:00,P023,U_37062842,2023-06-02
U0320,login,2023-06-04 03:14:00,P016,U_568bade0,2023-06-04
U0381,add_to_cart,2023-06-02 20:38:00,P013,U_26b3d1b7,2023-06-02
U0374,search,2023-06-02 17:12:00,P007,U_8628c167,2023-06-02
U0166,checkout,2023-06-04 02:50:00,P017,U_e1490ecd,2023-06-04
U0144,checkout,2023-06-04 05:41:00,P019,U_0ed9647f,2023-06-04
U0374,profile_update,2023-06-02 15:49:00,P017,U_8628c167,2023-06-02
U0173,profile_update,2023-06-03 12:48:00,P009,U_71e89dfb,2023-06-03
U0127,wishlist_add,2023-06-04 01:36:00,P020,U_5fd7edc8,2023-06-04
U0291,add_to_cart,2023-06-04 00:12:00,P016,U_851a4940,2023-06-04
U0268,search,2023-06-02 19:55:00,P005,U_6e787957,2023-06-02
U0095,profile_update,2023-06-02 11:58:00,P025,U_f1aa4ecf,2023-06-02
U0249,search,2023-06-02 19:09:00,P001,U_8e4013ec,2023-06-02
U0112,profile_update,2023-06-01 19:50:00,P002,U_f6878f92,2023-06-01
U0152,login,2023-06-04 03:01:00,P023,U_6b7e09d5,2023-06-04
U0322,checkout,2023-06-05 10:09:00,P007,U_a39d862f,2023-06-05
U0338,checkout,2023-06-01 14:29:00,P021,U_4d0b478c,2023-06-01
U0277,search,2023-06-03 11:35:00,P015,U_8c387fde,2023-06-03
U0075,login,2023-06-06 14:40:00,P015,U_6ffb67d0,2023-06-06
U0217,search,2023-06-05 11:24:00,P026,U_19aec0e2,2023-06-05
U0074,profile_update,2023-06-01 09:21:00,P020,U_4c5d83a8,2023-06-01
U0226,profile_update,2023-06-04 19:36:00,P030,U_5640904f,2023-06-04
U0208,profile_update,2023-06-04 20:00:00,P008,U_43efb0dc,2023-06-04
U0126,checkout,2023-06-02 23:09:00,P027,U_2ce29609,2023-06-02
U0269,add_to_cart,2023-06-05 12:22:00,P001,U_db87ea53,2023-06-05
U0345,add_to_cart,2023-06-04 04:17:00,P007,U_741e1dc3,2023-06-04
U0251,wishlist_add,2023-06-01 20:54:00,P020,U_9b6188dd,2023-06-01
U0251,checkout,2023-06-02 19:04:00,P001,U_9b6188dd,2023-06-02
U0278,checkout,2023-06-03 05:38:00,P007,U_d36463ec,2023-06-03
U0356,profile_update,2023-06-03 17:34:00,P018,U_6da30264,2023-06-03
U0309,profile_update,2023-06-06 02:00:00,P012,U_f219becb,2023-06-06
U0036,page_view,2023-06-04 20:16:00,P018,U_08bba48f,2023-06-04
U0034,wishlist_add,2023-06-04 10:28:00,P020,U_4390cbb4,2023-06-04
U0103,wishlist_add,2023-06-03 22:30:00,P001,U_86c63082,2023-06-03
U0060,wishlist_add,2023-06-06 00:20:00,P008,U_a79d3219,2023-06-06
U0216,page_view,2023-06-02 02:21:00,P024,U_0ce95935,2023-06-02
U0232,add_to_cart,2023-06-02 14:24:00,P005,U_4f61e37c,2023-06-02
U0207,wishlist_add,2023-06-02 19:09:00,P019,U_c8790846,2023-06-02
U0045,page_view,2023-06-06 01:22:00,P021,U_449d85ec,2023-06-06
U0266,login,2023-06-01 09:30:00,P011,U_7adafb4b,2023-06-01
U0389,checkout,2023-06-03 06:10:00,P025,U_654a9a1b,2023-06-03
U0328,wishlist_add,2023-06-05 05:05:00,P027,U_326f02f7,2023-06-05
U0148,add_to_cart,2023-06-02 11:06:00,P027,U_33029c71,2023-06-02
U0393,wishlist_add,2023-06-06 07:32:00,P017,U_632a0672,2023-06-06
U0166,checkout,2023-06-06 05:36:00,P010,U_e1490ecd,2023-06-06
U0348,add_to_cart,2023-06-02 02:01:00,P026,U_9fac7f02,2023-06-02
U0200,add_to_cart,2023-06-02 20:02:00,P001,U_8f6900ba,2023-06-02
U0233,wishlist_add,2023-06-03 13:37:00,P027,U_28cbc22e,2023-06-03
U0301,add_to_cart,2023-06-03 07:16:00,P001,U_445773c2,2023-06-03
U0322,checkout,2023-06-06 17:55:00,P020,U_a39d862f,2023-06-06
U0211,search,2023-06-06 03:02:00,P020,U_f529f8d9,2023-06-06
U0087,page_view,2023-06-02 06:47:00,P022,U_800fd1f1,2023-06-02
U0063,login,2023-06-06 19:06:00,P008,U_0c73be13,2023-06-06
U0164,checkout,2023-06-06 16:15:00,P006,U_0b2a8718,2023-06-06
U0278,page_view,2023-06-06 11:13:00,P024,U_d36463ec,2023-06-06
U0260,checkout,2023-06-06 11:00:00,P012,U_f8437291,2023-06-06
U0198,page_view,2023-06-02 19:18:00,P016,U_d1111e37,2023-06-02
U0291,search,2023-06-03 15:56:00,P019,U_851a4940,2023-06-03
U0013,wishlist_add,2023-06-04 04:58:00,P027,U_6544fa4e,2023-06-04
U0227,profile_update,2023-06-02 10:11:00,P012,U_997a99f4,2023-06-02
U0039,checkout,2023-06-02 13:08:00,P004,U_a43b77a8,2023-06-02
U0188,checkout,2023-06-03 18:55:00,P007,U_92b722a1,2023-06-03
U0010,add_to_cart,2023-06-02 06:07:00,P001,U_f8ad5154,2023-06-02
U0286,wishlist_add,2023-06-06 08:00:00,P007,U_876d307b,2023-06-06
U0389,add_to_cart,2023-06-04 16:48:00,P003,U_654a9a1b,2023-06-04
U0145,profile_update,2023-06-05 16:15:00,P011,U_9855decc,2023-06-05
U0195,login,2023-06-05 11:32:00,P027,U_ebaa0546,2023-06-05
U0132,add_to_cart,2023-06-01 14:53:00,P009,U_7b685316,2023-06-01
U0032,search,2023-06-02 12:11:00,P029,U_28e89685,2023-06-02
U0009,page_view,2023-06-02 21:02:00,P009,U_b71958f6,2023-06-02
U0363,profile_update,2023-06-02 16:02:00,P022,U_f3dfea99,2023-06-02
U0019,page_view,2023-06-06 14:23:00,P008,U_5232fe39,2023-06-06
U0154,checkout,2023-06-03 10:12:00,P001,U_cf1e18e6,2023-06-03
U0077,login,2023-06-03 07:59:00,P012,U_9b807b59,2023-06-03
U0124,profile_update,2023-06-05 20:13:00,P006,U_c352887f,2023-06-05
U0284,checkout,2023-06-02 10:06:00,P013,U_0c37c478,2023-06-02
U0200,login,2023-06-05 10:48:00,P030,U_8f6900ba,2023-06-05
U0056,search,2023-06-02 15:45:00,P001,U_2215a76f,2023-06-02
U0234,search,2023-06-04 08:23:00,P016,U_bbff8c0e,2023-06-04
U0377,page_view,2023-06-05 01:59:00,P005,U_a64b59b8,2023-06-05
U0190,search,2023-06-06 09:36:00,P028,U_66fbeb53,2023-06-06
U0032,page_view,2023-06-06 00:18:00,P014,U_28e89685,2023-06-06
U0058,checkout,2023-06-03 23:34:00,P027,U_23aae734,2023-06-03
U0203,add_to_cart,2023-06-05 22:12:00,P027,U_c198b4fa,2023-06-05
U0105,page_view,2023-06-04 12:34:00,P008,U_da38acc2,2023-06-04
U0292,search,2023-06-03 20:14:00,P021,U_0551d01a,2023-06-03
U0225,add_to_cart,2023-06-06 13:32:00,P024,U_48262956,2023-06-06
U0011,wishlist_add,2023-06-05 20:12:00,P028,U_aa6f22cf,2023-06-05
U0167,search,2023-06-05 17:55:00,P023,U_97536a42,2023-06-05
U0273,add_to_cart,2023-06-04 00:12:00,P005,U_0944cd0a,2023-06-04
U0213,wishlist_add,2023-06-02 22:21:00,P006,U_a5a59317,2023-06-02
U0266,wishlist_add,2023-06-05 10:17:00,P029,U_7adafb4b,2023-06-05
U0276,add_to_cart,2023-06-06 18:24:00,P024,U_1d00db9f,2023-06-06
U0187,page_view,2023-06-05 12:36:00,P021,U_690d9d95,2023-06-05
U0319,wishlist_add,2023-06-03 01:15:00,P025,U_5690cff2,2023-06-03
U0340,wishlist_add,2023-06-05 19:28:00,P009,U_92093ea6,2023-06-05
U0131,login,2023-06-04 08:03:00,P014,U_c0fb8921,2023-06-04
U0007,profile_update,2023-06-03 09:37:00,P009,U_d3ee6af9,2023-06-03
U0202,login,2023-06-03 22:46:00,P003,U_d5ea4094,2023-06-03
U0157,checkout,2023-06-05 03:37:00,P002,U_97d30dac,2023-06-05
U0152,login,2023-06-02 17:46:00,P009,U_6b7e09d5,2023-06-02
U0042,page_view,2023-06-02 05:39:00,P002,U_5c9e591a,2023-06-02
U0106,add_to_cart,2023-06-06 18:08:00,P005,U_1d6501c3,2023-06-06
U0281,wishlist_add,2023-06-05 00:38:00,P009,U_8edef2ae,2023-06-05
U0088,page_view,2023-06-05 20:24:00,P003,U_43c3ce70,2023-06-05
U0014,checkout,2023-06-06 00:19:00,P012,U_3e44b527,2023-06-06
U0203,wishlist_add,2023-06-04 00:56:00,P027,U_c198b4fa,2023-06-04
U0210,page_view,2023-06-02 04:34:00,P013,U_4c1a5a46,2023-06-02
U0210,page_view,2023-06-06 02:07:00,P016,U_4c1a5a46,2023-06-06
U0378,search,2023-06-03 11:13:00,P018,U_ccf105d3,2023-06-03
U0247,page_view,2023-06-05 13:22:00,P019,U_230da87d,2023-06-05
U0102,search,2023-06-05 08:55:00,P011,U_5a0b14a9,2023-06-05
U0116,profile_update,2023-06-03 23:58:00,P024,U_ebd002dc,2023-06-03
U0047,wishlist_add,2023-06-02 19:30:00,P026,U_ededab19,2023-06-02
U0197,checkout,2023-06-01 23:32:00,P010,U_74b3b695,2023-06-01
U0010,search,2023-06-04 05:19:00,P016,U_f8ad5154,2023-06-04
U0065,checkout,2023-06-05 11:02:00,P020,U_327eb9c0,2023-06-05
U0022,checkout,2023-06-03 03:19:00,P022,U_94f93113,2023-06-03
U0126,wishlist_add,2023-06-03 16:10:00,P009,U_2ce29609,2023-06-03
U0384,profile_update,2023-06-06 00:31:00,P002,U_61bfb8ca,2023-06-06
U0341,login,2023-06-05 14:21:00,P003,U_b9ebfb33,2023-06-05
U0176,add_to_cart,2023-06-05 16:48:00,P029,U_8280853f,2023-06-05
U0088,login,2023-06-03 08:47:00,P018,U_43c3ce70,2023-06-03
U0395,profile_update,2023-06-02 08:13:00,P024,U_f3a65698,2023-06-02
U0278,add_to_cart,2023-06-03 04:40:00,P003,U_d36463ec,2023-06-03
U0128,wishlist_add,2023-06-03 11:07:00,P022,U_4dca87f6,2023-06-03
U0192,login,2023-06-06 04:46:00,P004,U_1b4aa4d8,2023-06-06
U0318,page_view,2023-06-05 04:23:00,P002,U_0f17c8ad,2023-06-05
U0370,profile_update,2023-06-05 03:21:00,P007,U_9892a961,2023-06-05
U0280,wishlist_add,2023-06-06 11:54:00,P006,U_2e763631,2023-06-06
U0081,wishlist_add,2023-06-06 08:29:00,P008,U_dd710e4e,2023-06-06
U0014,page_view,2023-06-05 01:52:00,P008,U_3e44b527,2023-06-05
U0124,checkout,2023-06-06 05:55:00,P014,U_c352887f,2023-06-06
U0008,login,2023-06-02 10:15:00,P002,U_70232bfb,2023-06-02
U0049,checkout,2023-06-01 14:41:00,P023,U_04ef4b6b,2023-06-01
U0040,profile_update,2023-06-06 12:18:00,P016,U_d68c50be,2023-06-06
U0105,search,2023-06-04 17:36:00,P017,U_da38acc2,2023-06-04
U0134,profile_update,2023-06-03 02:46:00,P017,U_4db884c1,2023-06-03
U0249,profile_update,2023-06-03 05:40:00,P014,U_8e4013ec,2023-06-03
U0385,add_to_cart,2023-06-04 20:44:00,P016,U_ed5e0f00,2023-06-04
U0262,search,2023-06-01 18:47:00,P024,U_76bc9c0c,2023-06-01
U0093,checkout,2023-06-01 14:18:00,P016,U_ffad321e,2023-06-01
U0101,wishlist_add,2023-06-03 05:43:00,P030,U_9f6c04dc,2023-06-03
U0372,checkout,2023-06-06 07:18:00,P019,U_f3e5ff95,2023-06-06
U0021,add_to_cart,2023-06-03 10:17:00,P025,U_4db0ea20,2023-06-03
U0027,search,2023-06-01 23:08:00,P020,U_8e841698,2023-06-01
U0235,search,2023-06-03 22:39:00,P016,U_3b27b898,2023-06-03
U0098,profile_update,2023-06-04 00:39:00,P030,U_786d3353,2023-06-04
U0289,search,2023-06-03 22:36:00,P005,U_56bc8fe4,2023-06-03
U0190,login,2023-06-02 05:32:00,P008,U_66fbeb53,2023-06-02
U0307,login,2023-06-02 09:35:00,P001,U_bae7af9b,2023-06-02
U0244,checkout,2023-06-05 08:33:00,P005,U_bd163b77,2023-06-05
U0150,search,2023-06-02 03:29:00,P008,U_c23e4255,2023-06-02
U0104,login,2023-06-06 09:35:00,P007,U_891c7148,2023-06-06
U0209,search,2023-06-06 13:11:00,P030,U_8958ccd5,2023-06-06
U0368,login,2023-06-04 14:51:00,P021,U_ea83ddcc,2023-06-04
U0071,profile_update,2023-06-04 10:53:00,P022,U_e406b84b,2023-06-04
U0313,profile_update,2023-06-03 22:35:00,P023,U_37e0d360,2023-06-03
U0187,profile_update,2023-06-01 11:54:00,P016,U_690d9d95,2023-06-01
U0383,page_view,2023-06-02 14:38:00,P023,U_565e25ae,2023-06-02
U0159,search,2023-06-03 03:41:00,P008,U_3a9d6081,2023-06-03
